,id,deceased,current_status,branch_id,branch_name,college,gender,location,referrer,league,username
56075,56075,False,pm,19775,WillisonM,UConn,Female,"Brooklyn, New York",43192,Union,HansenJM
45721,45721,False,std,22852,WhiteAE,Webster / Columbia / The Ohio State,Male,"Alfred, New York",43790,Spring,HansenJP
26159,26159,False,std,17543,HalpinM,UCLA,Female,"Los Angeles, California",14437,Coastal,HansenL
44209,44209,False,std,19486,EisenmanJ,Knox College,Female,"Los Angeles, California",19486,Meridian,HansenLJ
27113,27113,False,std,22288,ZitoT,,Male,"Portland, Oregon",22288,Juniper,HansenM
24063,24063,False,std,29544,LevinsonB,,Male,"Phnom Penh, Cambodia",28727,Seaboard,HansenM2
61880,61880,False,std,22916,QuesnelleL,Illinois,Male,"Chicago, Illinois",41613,Sequoia,HansenR
27048,27048,False,std,20652,PenroseB,,Male,"Tallahassee, Florida",29626,Continental,HansonB
64724,64724,False,std,2620,LangaB,Texas A&M University-San Antonio,Female,"San Antonio, Texas",42822,Blue,HansonE
29626,29626,False,std,20652,PenroseB,University of Florida,Male,"Corpus Christi, Texas",25369,Continental,HansonI
13357,13357,False,std,8016,ThurmondA,Davidson College,Male,"Charlottesville, Virginia",16472,Ravenna,HantzmonC
34121,34121,False,std,18133,WuJ,,Female,"New York, New York",1105,Glacier,HaoK
1105,1105,False,std,18133,WuJ,,Male,"San Francisco, California",27328,Glacier,HaoW
27964,27964,False,std,11873,GrimmL,Yale,Male,"Dublin, Ireland",11873,Centennial,HapkaCM
44444,44444,False,std,12405,GiesbrechtI,University of Notre Dame,Male,"Corcoran, Minnesota",15634,Taiga,HappeP
20341,20341,False,std,22547,KerthR,University of Wisconsin Eau Claire,Female,"Chicago, Illinois",25078,Nebula,HarakS
52118,52118,False,std,4504,JacobiA,University of Illinois at Urbana-Champaign,Female,"Chicago, Illinois",48323,Cascade,HarbaughD
42653,42653,False,std,19239,BraggR,,Female,"Oakland, California",20723,Meadow,HarbaughE
59028,59028,False,std,1574,ZiefS,University of Texas,Male,"Austin, Texas",10858,Olympic,HarbourC
7258,7258,False,std,29486,MottK,College of Idaho,Female,"Bozeman, Montana",9319,Cosmos,HarbuckK
39637,39637,False,cc,39637,HarcarC,Princeton University,Female,"Bronx, New York",24908,Sakura,HarcarC
67243,67243,False,topcont,11868,EdwardsG,Trinity College,Female,"Stamford, Connecticut",47882,Utopia,HarckhamH
4984,4984,False,std,4984,HardeeCR,Liberty University,Female,"Kinston, North Carolina",29045,Village,HardeeCR
48561,48561,False,pm,28085,BlueJ10,University of Notre Dame,Male,"Minneapolis, Minnesota",28085,Monolith,HardeggerM
12532,12532,False,cc,26446,ConrathS,Bryn Mawr College,Non-binary,"Vergennes, Vermont",16311,Boardwalk,HarderA
42586,42586,False,pm,2620,LangaB,Rice University,Male,"Rockville Centre, New York",2620,Blue,HardgraveL
43406,43406,False,std,20749,VoitM,University of Michigan,Female,"Chicago, Illinois",40866,Polaris,HardikarA
15200,15200,False,std,23085,RautY,Iowa State University,Female,"Seattle, Washington",23085,Typhoon,HardingK
66647,66647,False,std,26353,KanekoG,,Female,"Philadelphia, Pennsylvania",62646,Woodlands,HardingL
5402,5402,False,std,23085,RautY,University of Arizona,Male,"Seattle, Washington",15200,Typhoon,HardingP
20847,20847,False,std,2924,EisenbergD2,,Male,"Los Alamos, New Mexico",10990,Metro,HardingP2
49227,49227,False,std,21631,LaseeD,University of Wisconsin - Madison,Female,"Luxemburg, Wisconsin",19666,Coastal,HardtkeK
41985,41985,False,std,24304,GavaghanA,,Female,"Oxford, United Kingdom",39715,Galaxy,HardwickA
10970,10970,False,topcont,4704,OFlahertyT,Emerson,Male,"Brooklyn, New York",1647,Rainbow,HardwickJ1029
49461,49461,False,std,15143,MorgensternE,,Male,"Saint Petersburg, Florida",47412,Lyceum,HardyA
15988,15988,False,std,4773,BanzaertS,University of Massachusetts at Amherst,Male,"Berkeley, California",27396,Tidewater,HardyJ2
24756,24756,False,std,17907,CampbellEW,Columbia University,Male,"New York, New York",8551,Veldt,HareA
16067,16067,False,std,9707,LawrenceU,"Emory, Harvard, Columbia",Transfeminine,"Decatur, Georgia",15915,Cherry,HareJ
46024,46024,False,std,1606,TurnerJ2,NYU,Male,"Jackson Heights, New York",43558,Magnolia,HareJ2
58992,58992,False,std,7192,ShapiroJB,University of Virginia,Male,"Washington, DC",37892,Quetzal,HarelsonD
4198,4198,False,std,22124,BicksA,Yale University,Female,"Brooklyn, New York",22124,Byzantium,HarfordM
65489,65489,False,pm,5218,BernsL,Ohio University,Male,"Los Angeles, California",45232,Citadel,HargettJ
46954,46954,False,std,2290,MeyersR,,Male,"Wichita, Kansas",39629,Xanadu,HargisJ
15036,15036,False,std,10504,FishT-Elegor,McGill University,Female,"Detroit, Michigan",6242,Ravenna,HargreavesA
56177,56177,False,std,26243,OrdC,Simon Fraser University,Male,"Menlo Park, California",49055,Pacific,HargreavesB
59854,59854,False,std,42338,HeidelS,,Female,"Cincinnati, Ohio",51868,Cascade,HargreavesJ
13128,13128,False,pm,5161,JonesC,,Male,"Austin, Texas",1962,Nebula,HargroveR
37208,37208,False,std,22834,McNamaraM2,Rutgers,Female,"San Diego, California",1952,Keystone,HargusE
67788,67788,False,std,19548,GrewalG,,Male,"Mumbai, India",64449,Yukon,HariharanA
39574,39574,False,std,17144,ChesterE,University of Maryland Medical Center,Male,"Baltimore, Maryland",3862,Maritime,HariharanS
23001,23001,False,std,16070,BarnesMRaff,Dartmouth,Male,"Sammamish, Washington",16070,Valhalla,HaringerA
49267,49267,False,std,2398,SenaratneR,,Male,"Singapore, Singapore",2398,Summit,HarjaniM
51267,51267,False,std,23156,MoodyJ,University of South Carolina,Male,"Charlottesville, Virginia",45394,Wilderness,HarkAaron
45394,45394,False,cc,23156,MoodyJ,University of South Carolina,Male,"Ruckersville, Virginia",42782,Wilderness,HarkAdam
58424,58424,False,pm,23156,MoodyJ,University of South Carolina,Female,"Charlottesville, Virginia",51267,Wilderness,HarkCH
49782,49782,False,std,5390,TollK,Boston College,Male,"Cambridge, Massachusetts",42987,Denali,HarkinB
1209,1209,False,std,12478,HinesJ,UC Berkeley,Male,"Atlanta, Georgia",23532,Typhoon,HarkinM
34044,34044,False,pm,29438,FletcherCC,Northeastern State University,Female,"Tulsa, Oklahoma",29438,Pioneer,HarkreaderMK
24949,24949,False,pm,4567,StevensonM,Dropout U,Male,"Portland, Oregon",4567,Alpine,HarlanP
7626,7626,False,std,28007,TalbotD,Oxford; U.PA Law; SUNYAlbany,Male,"Havertown, Pennsylvania",4630,Commonwealth,HarlandA
43617,43617,False,pm,16878,BarkerC,Georgia Institute of Technology,Male,"Decatur, Georgia",39590,Frontier,HarleyTM
59664,59664,False,pm,38460,SiaoV,,Female,"New York, New York",47788,Isthmus,HarmonA
60246,60246,False,std,3604,TracyM2,Ball State University,Male,"Westfield, Indiana",57488,Plaza,HarmonB34
42251,42251,False,pm,15790,BraultG,Angelo State University,Female,"Colorado Springs, Colorado",18928,River,HarmonD3
15839,15839,False,std,7899,KrizelJ,University of South Carolina,Male,"Augusta, Georgia",19477,Plaza,HarmonJ
60091,60091,False,std,6723,ZawistowskiS,Indiana University,Male,"Bloomington, Indiana",6206,Garden,HarmonJ13
60311,60311,False,pm,38199,CullenJ,N/A,Gender Fluid,"Lakewood, Colorado",52445,Garden,HarmonJ8
20417,20417,False,pm,16949,JordanT,UNC / MIT / Penn,Male,"Brooklyn, New York",16949,Utopia,HarmonJonathan
37030,37030,False,std,10466,IngersollD,University of Oregon,Male,"Cleveland, Ohio",10466,Denali,HarmonM
45888,45888,False,std,26960,AdamsS86,Berklee College,Female,"Brooklyn, New York",40115,Centennial,HarmonMJ
59956,59956,False,std,26960,AdamsS86,Ohio State,Female,"Rock Hill, South Carolina",45888,Centennial,Harmonlee
5046,5046,False,pm,20804,KowalskyA,West Virginia/Stanford,Male,"Los Angeles, California",1478,Seaboard,HarnerA
66580,66580,False,pm,23883,MorrisonIGecko,,Male,"Ontario, California",5568,Orange,HarneyR
47737,47737,False,std,8898,FedermanM,Boston College,Female,"Philadelphia, Pennsylvania",11022,Rainforest,HaroldsonK
26220,26220,False,std,3366,Bingham-PankratzD,Boston University,Female,"Chicago, Illinois",13327,Savanna,HarpH
39964,39964,False,cc,3366,Bingham-PankratzD,University of Kentucky,Male,"Lexington, Kentucky",26220,Savanna,HarpJ
34045,34045,False,std,16878,BarkerC,Arizona State,Female,"Burbank, California",16878,Frontier,HarperE2
25175,25175,False,std,28740,ReingoldC,Indiana University Bloomington,Male,"Valparaiso, Indiana",28740,Peninsula,HarperJ
51038,51038,False,std,8210,ZvokelJ,University of Chicago,Male,"New York, New York",44431,River,HarperKP
20826,20826,False,std,17203,SaundersA,,Female,"Guelph, Ontario",29820,Delta,HarperL
44431,44431,False,std,8210,ZvokelJ,,Female,"Brooklyn, New York",8210,River,HarperP
66541,66541,False,topcont,27592,OvervoldL,,Female,"Philadelphia, Pennsylvania",52395,Pacific,HarperSK
22090,22090,False,pm,5933,KarrasC,University of Utah,Male,"Seattle, Washington",5933,Woodlands,HarperW
46833,46833,False,std,5714,WertheimerJ,University at Buffalo,Male,"Decatur, Georgia",35096,Pioneer,HarriganS
67381,67381,False,cc,14985,WattsA,,Male,"Knoxville, Tennessee",65718,Sierra,HarrillP
52434,52434,False,pm,5161,JonesC,The University of Texas,Female,"Austin, Texas",1962,Nebula,HarringtonA2
22847,22847,False,pm,28026,AshtonM,,Male,"Oakland, California",9594,Ravenna,HarringtonB
51689,51689,False,std,1265,ScheelerD,Skidmore College,Male,"Saratoga Springs, New York",48622,Badlands,HarringtonJ
66903,66903,False,std,29243,BoreckiM,Harvard,Male,"Boston, Massachusetts",9577,Maritime,HarringtonJohn
58963,58963,False,std,5161,JonesC,United States,Male,"Austin, Texas",52434,Nebula,HarringtonMr
6162,6162,False,std,20804,KowalskyA,Bates College,Female,"Washington, DC",20804,Seaboard,HarringtonR
26991,26991,False,std,20804,KowalskyA,Bowdoin,Male,"Cambridge, Massachusetts",6162,Seaboard,HarringtonR2
48604,48604,False,std,24813,WernerD,,Male,"Oakland, California",41430,Quetzal,HarrisA4
54838,54838,False,std,29486,MottK,,Male,"Cleveland, Ohio",45343,Cosmos,HarrisA6
6285,6285,False,std,2803,Burkland,Hamilton College,Male,"Brooklyn, New York",6747,Galaxy,HarrisAM
22893,22893,False,std,1785,TullisI,NC State,Female,"Oakland, California",6731,Meadow,HarrisAR
14383,14383,False,std,29907,LemerA,,Female,"Oakland, California",29907,Maelstrom,HarrisAR2
43073,43073,False,std,24203,CavdarM,City University Business School,Male,"London, United Kingdom",35023,Volcano,HarrisAT
11565,11565,False,std,22639,AndersonR2,University of Hawaii,Male,"Honolulu, Hawaii",3841,Sunrise,HarrisAV
9243,9243,False,cc,9243,HarrisC,Stanford,Male,"Los Angeles, California",18096,Meadow,HarrisC
6738,6738,False,std,2638,VuC,Colgate University,Female,"Shaker Heights, Ohio",18559,Archipelago,HarrisC13
18559,18559,False,pm,2638,VuC,Eastern Michigan University; North Carolina State,Male,"Shaker Heights, Ohio",10707,Archipelago,HarrisCB
3320,3320,False,std,24501,IyerM,Princeton University,Male,"New York, New York",24501,Savanna,HarrisD
21076,21076,False,std,3172,JonesCiQa,University College London,Male,"Edinburgh, United Kingdom",12540,Meridian,HarrisDA
8546,8546,False,pm,22227,wardr,"University of California, Irvine",Female,"Redlands, California",24598,Bayou,HarrisE
63216,63216,False,std,12405,GiesbrechtI,,Female,"Covina, California",43365,Taiga,HarrisH2
50048,50048,False,std,12827,DoneganJ,Lehigh University,Male,"West Orange, New Jersey",44759,Volcano,HarrisJ5
53409,53409,False,std,2803,Burkland,,Male,"Los Angeles, California",6285,Galaxy,HarrisJ6
61157,61157,False,topcont,4874,WaltonM,United Kingdom,Female,"St Leonards On Sea, United Kingdom",17134,Olympic,HarrisJ84
57076,57076,False,pm,12571,HechtR,Boston University,Male,"Sayville, New York",9414,Continental,HarrisJJ
11812,11812,False,std,20364,ManfrediM,Sarah Lawrence College,Male,"Los Angeles, California",20364,Pacific,HarrisJR
59715,59715,False,std,52049,GerstenA,,Male,"Rochester, New York",56098,Sierra,HarrisK2
59083,59083,False,deactivated,,,,,,,,HarrisL
63512,63512,False,std,26620,DonatoM-Ceetar,Wesleyan,Female,"Brooklyn, New York",3016,Garden,HarrisL2
67240,67240,False,cc,37602,ThomasAaron,Excelsior,Male,"Brooklyn, New York",53172,Outback,HarrisL3
52718,52718,False,std,18199,MarraccoM,"Cornell University, Saint Mary’s College",Female,"Conroe, Texas",51402,Metro,HarrisLB
18423,18423,False,pm,19493,RamdinR,Christoper Newport Univ.,Male,"Golden, Colorado",14793,Monolith,HarrisM3
66058,66058,False,std,14228,StankowG,City College of New York,Cisgender Male,"New York, New York",37072,Zephyr,HarrisM4
41355,41355,False,std,3711,BennettDfour,Willamette University College of Law,Male,"Portland, Oregon",15928,Sugarloaf,HarrisM5
22437,22437,False,cc,24961,ToscoP,,Male,"Lansing, Michigan",27795,Piedmont,HarrisR2
1548,1548,False,std,24501,IyerM,Princeton Univ.,Male,"Brooklyn, New York",3320,Savanna,HarrisR72
39279,39279,False,std,23176,GaliherC,Northwestern University,Female,"Pittsburgh, Pennsylvania",1130,Pacific,HarrisRD
65803,65803,False,std,2013,DugganT,"University of Vermont, University of California Santa Barbara",Female,"Montreal, Quebec",51163,Serengeti,HarrisSM
40095,40095,False,std,12452,LessingG,University of New Hampshire,Male,"Rumney, New Hampshire",18835,Elysium,HarrisT2
48157,48157,False,std,3816,MewettR,Brandeis University; University of Cambridge; MIT,Male,"Bethesda, Maryland",3816,Blue,HarrisT3
36072,36072,False,pm,23138,FeeleyJ,University of Georgia,Male,"Alexandria, Virginia",1412,Morningstar,HarrisTH
44786,44786,False,std,3598,WilliamsN,University of Southampton,Male,"Cambridge, United Kingdom",11405,Alpine,HarrisTK
65102,65102,False,std,14808,NickA,,Male,"Richmond, Virginia",57552,Laurel,HarrisW
45320,45320,False,std,11001,ChinG,George Washington University,Non-binary,"Washington, DC",18524,Outback,HarrisonB
51106,51106,False,std,4057,BennettS,SAIC,Male,"Seattle, Washington",43862,Bayou,HarrisonBJ
42225,42225,False,std,24961,ToscoP,University of Dayton,Male,"Columbus, Ohio",6809,Piedmont,HarrisonC2
26478,26478,False,std,21504,BrownE,Middlebury,Male,"Pitman, New Jersey",21504,Juniper,HarrisonD
62396,62396,False,std,24032,GoldmanA2,U of South Carolina,Male,"Atlanta, Georgia",55147,Windward,HarrisonES
48209,48209,False,std,21356,Ibbott,"University of Colorado, Boulder",Male,"Boulder, Colorado",14527,Windward,HarrisonJ5
59592,59592,False,std,24961,ToscoP,The Catholic University of America,Male,"Elkridge, Maryland",45452,Piedmont,HarrisonJ6
13476,13476,False,topcont,20747,BanerjeeJ,,Male,"Toronto, Ontario",19142,Riviera,HarrisonJW
64853,64853,False,std,12697,KleinJ,,Male,"Burlington, Ontario",52966,Rainforest,HarrisonK
45452,45452,False,std,24961,ToscoP,Loyola University Maryland,Male,"Elkridge, Maryland",42225,Piedmont,HarrisonM2
58606,58606,False,std,29781,HarveyM,,Male,"Providence, Rhode Island",6459,Foundry,HarrisonM3
16177,16177,False,pm,27946,NiblettA,University of Western Ontario,Male,"Ottawa, Ontario",20728,Olive,HarrisonN
1320,1320,False,pm,24269,VenableS,Wake Forest University,Male,"Pelham, Alabama",21392,Hinterland,HarrisonR
66265,66265,False,std,16878,BarkerC,University of Alabama,Male,"Marietta, Georgia",16878,Frontier,HarrisonR7
1414,1414,False,std,2698,MateraM,Northwestern University,Male,"New Orleans, Louisiana",4944,Coastal,HarrisonS54
18583,18583,False,pm,20952,KaplanN,Princeton University,Male,"Scottsdale, Arizona",13554,Zephyr,HarrowJ
42209,42209,False,std,20952,KaplanN,Brown University,Male,"Los Angeles, California",18583,Zephyr,HarrowR
53854,53854,False,std,21848,ChuS,UCLA,Male,"Portland, Oregon",4053,Plaza,HarryC
63393,63393,False,pm,6544,McNamaraL2,Ohio State University,Female,"Minneapolis, Minnesota",37298,Coastal,HarskampK
5674,5674,False,cc,5674,HartA,Georgetown University,Male,"Washington, DC",19721,Skyline,HartA
40619,40619,False,std,15233,ReynoldsC3,University of Pittsburgh,Male,"Lancaster, Pennsylvania",37138,Maelstrom,HartA2
66139,66139,False,std,24908,WatkinsAF,,Male,"Atlanta, Georgia",43426,Patagonia,HartA3
2895,2895,False,std,2895,HartB,,Male,"Brooklyn, New York",5692,Serengeti,HartB
45398,45398,False,std,24908,WatkinsAF,Oberlin College/Ga Tech,Female,"Atlanta, Georgia",24908,Patagonia,HartBU
43426,43426,False,std,24908,WatkinsAF,Georgia Institute of Technology,Male,"Atlanta, Georgia",24908,Patagonia,HartBW
37078,37078,False,std,20820,AlayonJ,George Washington University,Male,"Washington, DC",19005,Forest,HartC
19305,19305,False,pm,8300,ClendanielM,Bowdoin College,Male,"Portland, Maine",28417,Orange,HartE
65427,65427,False,std,25987,KaltenbaughS,,Female,"Brooklyn, New York",54607,Palisade,HartE2
57072,57072,False,pm,25527,PollackN,"University of California, Santa Cruz",Female,"Portland, Oregon",43237,Delta,HartH
27978,27978,False,std,22767,MonseB,University of Central Florida,Female,"Orlando, Florida",21288,Boardwalk,HartJ2
5191,5191,False,pm,15254,AbdalianA,Auburn University,Male,"Fridley, Minnesota",15065,Commonwealth,HartJ3000
53121,53121,False,std,11808,MankaI,Vanderbilt University,Male,"Los Angeles, California",44737,Valhalla,HartJA
12883,12883,False,std,1351,YanevA,University of Virginia,Female,"East Greenwich, Rhode Island",11506,Savanna,HartK
63166,63166,False,std,25100,LinJK,University of Toronto; Ryerson; PSU; University Western Ontario; ASU.,Female,"Troutdale, Oregon",60018,Peninsula,HartM3
47458,47458,False,std,11293,ChiltonC,Western Washington University,Male,"Mukilteo, Washington",14794,Midland,HartN
12178,12178,False,pm,14153,JaffeK,Swarthmore College,Male,"Brooklyn, New York",14153,Seneca,HartP
58736,58736,False,std,18133,WuJ,University of Warwick,Male,"Miskin, United Kingdom",45598,Glacier,HartT
49418,49418,False,std,8322,ScheetzA,"University of Colorado, Boulder",Male,"Kensington, Maryland",43442,Laguna,HartW
46612,46612,False,pm,28743,HortonC,University of Massachusetts Amherst,Cisgender Male,"Westbrook, Maine",23975,Atlantic,HarteM2
58845,58845,False,std,15143,MorgensternE,,Female,"San Francisco, California",47378,Lyceum,HarterA
15184,15184,False,std,5166,IracaneR,,Male,"Dorchester, Massachusetts",19498,Garden,HarterB
65621,65621,False,std,10946,McGeeQ,,Female,"Highlands Ranch, Colorado",62850,Sugarloaf,HarterS
1799,1799,False,std,14965,SilikovitzH,St. Louis University,Female,"St. Louis, Missouri",14965,Continental,Hartin DoyleH
58076,58076,False,std,21504,BrownE,Columbia University,Female,"Seattle, Washington",52124,Juniper,HartleyA2
26350,26350,False,std,9024,HeitJ,"Western Governors University, Illinois Institute of Technology",Cisgender Male,"Rockville, Maryland",9024,Delta,HartleyK
66188,66188,False,pm,7795,CitronDT,,Male,"San Marcos, California",61432,Laurel,HartleyK2
59701,59701,False,std,11001,ChinG,Washington University in St Louis,Male,"Atlanta, Georgia",4615,Outback,HartleyT
63313,63313,False,pm,11001,ChinG,UVA,Male,"Seattle, Washington",59701,Outback,HartleyTL
9926,9926,False,std,9926,HartlineC,Georgia Tech,Male,"Atlanta, Georgia",17950,Riviera,HartlineC
57902,57902,False,std,12494,SanderD,,Female,"Calgary, Alberta",10401,Windward,Hartman JenkinsZ
42414,42414,False,std,19801,RozenM,UCLA,Male,"Long Beach, California",12267,Palisade,HartmanC
56345,56345,False,pm,36704,GrapenthienM,University of Alaska Fairbanks,Male,"Fairbanks, Alaska",47202,Harbor,HartmanC2
26851,26851,False,std,29125,RubensteinM,Duke University,Male,"Washington, DC",3455,Skyline,HartmanJ
42420,42420,False,pm,23554,HaspelD,Virginia Commonwealth University,Male,"Phoenix, Arizona",40393,Veldt,HartmanJ2
48429,48429,False,std,19384,GrossB,University of Minnesota,Male,"Lowell, Massachusetts",24117,Blue,HartmanJB
24627,24627,False,std,7074,EtterT,Penn State University,Male,"Pittsburgh, Pennsylvania",7074,Meadow,HartmanM
43437,43437,False,std,9785,SchwartzJL,,Female,"Sacramento, California",37429,Canyon,HartmanR
3266,3266,False,cc,20949,GuskinE,Oberlin,Male,"Rockville, Maryland",10834,Midland,HartmanT
17511,17511,False,std,10107,BauerM,Northwestern University,Male,"Cary, North Carolina",10107,Xanadu,HartmanZ
63604,63604,False,std,17132,PetersonAD,,Male,"Seattle, Washington",51964,Alpine,Hartmandr
62498,62498,False,std,5218,BernsL,Smith College,Female,"New York, New York",45232,Citadel,Hartmann-DowL
52044,52044,False,topcont,6992,MartinPL,Princeton University,Male,"Dallas, Texas",25039,Orbital,HartmannJ
61827,61827,False,std,9398,StapelJ,Wabash College,Male,"Westerville, Ohio",48230,Blue,HartnettD
66911,66911,False,std,28026,AshtonM,Saint Mary's University of Winona,Female,"Crystal Lake, Illinois",63783,Ravenna,HartnettM
36318,36318,False,std,11693,CohenN,Tufts,Male,"Cambridge, Massachusetts",4720,Lyceum,HartneyR
6686,6686,False,std,6686,Hartsell-GundyA,,Female,"Durham, North Carolina",29694,Morningstar,Hartsell-GundyA
12188,12188,False,std,6686,Hartsell-GundyA,,Male,"Durham, North Carolina",6686,Morningstar,Hartsell-GundyJ
16892,16892,False,std,17907,CampbellEW,Northwestern University,Male,"Albuquerque, New Mexico",17907,Veldt,HartsteinT
66318,66318,False,std,20820,AlayonJ,USC,Male,"Mill Valley, California",58754,Forest,HartwellM
51076,51076,False,std,29243,BoreckiM,Indiana University,Male,"Seattle, Washington",45531,Maritime,HartwigK
40206,40206,False,std,16650,MarwilN,Duke,Male,"Guilford, Connecticut",11297,Hinterland,HarvanekZ
26896,26896,False,std,12337,TownesL,New England Conservatory,Female,"Newton, Massachusetts",12337,Polaris,HarveyAB
41895,41895,False,std,26960,AdamsS86,University College Dublin,Female,"Dublin, Ireland",38428,Centennial,HarveyI
59906,59906,False,pm,10262,YoungEY,MIT,Male,"San Francisco, California",56758,Orange,HarveyJ2
29781,29781,False,pm,29781,HarveyM,Brown University,Male,"Providence, Rhode Island",18137,Foundry,HarveyM
67898,67898,False,topcont,6610,SizemoreM,Belhaven College,Male,"Madison, Mississippi",63038,Highland,HarveySnudeS
8439,8439,False,std,21049,MyersJ,University of Florida,Male,"Bryan, Texas",21049,Rainforest,HarveyT
61953,61953,False,std,25053,NievesB,University Of Glasgow,Female,"Glasgow, Scotland",54487,Corridor,HarveyZ
26708,26708,False,std,10727,KendallDH,University of British Columbia,Male,"New Westminster, British Columbia",24465,Serengeti,HasanA
44126,44126,False,pm,21890,McConnellE,University of Toronto,Female,"Palm Springs, California",39579,Corridor,HasanL
3602,3602,False,std,17135,BlishS,Duke University,Male,"Syracuse, New York",17135,Evergreen,HasenwinkelM
66900,66900,False,cc,18151,O'DonnellM2,,Male,"Arlington, Virginia",18151,Monolith,HashmiN
26812,26812,False,std,19384,GrossB,Southwestern University,Male,"Portland, Oregon",21128,Blue,HashopJ
10218,10218,False,std,19384,GrossB,Princeton University,Male,"Dallas, Texas",26812,Blue,HashopJC
11541,11541,False,std,17440,TanJ,Hobart College,Male,"New York, New York",25450,Seneca,HaskinJ
46549,46549,False,std,13779,SeguritanJ,,Male,"Haddon Heights, New Jersey",43813,Pioneer,HaslamB
56339,56339,False,pm,4567,StevensonM,,Female,"Portland, Oregon",4567,Alpine,HaspelA
23554,23554,False,cc,23554,HaspelD,University of Virginia,Male,"Napa, California",11658,Veldt,HaspelD
50831,50831,False,std,4704,OFlahertyT,Amherst College,Male,"McLean, Virginia",17376,Rainbow,HassanA
45441,45441,False,pm,24858,BakerH,"University of Surrey, United Kingdom",Male,"Manila, Philippines",41241,Windward,HassanD
54420,54420,False,std,20482,Grayt,William and Mary,Male,"Cockeysville, Maryland",40147,Magnolia,HassellF
4180,4180,False,pm,4180,HassellH,Emory University/University of Michigan,Male,"Greensboro, North Carolina",3930,Valley,HassellH
7669,7669,False,std,1351,YanevA,Old Dominion University,1,"Virginia Beach, Virginia",1351,Savanna,HassellR
50534,50534,False,std,12569,CashionJ,,Male,"Washington, DC",12569,Laurel,HassenfeldN
13479,13479,False,std,24635,GilmanK,Wesleyan University,Male,"Brooklyn, New York",5604,Seaboard,HassengerJ
45255,45255,False,std,20949,GuskinE,Canisius College,Male,"Arlington, Virginia",43921,Midland,HassettB
56415,56415,False,std,15595,PrysantM,,Male,"Raleigh, North Carolina",41975,River,HassettR
44483,44483,False,cc,24908,WatkinsAF,Southern Methodist University; Emory University School of Law; Dallas Theological Seminary,Male,"Houston, Texas",24908,Patagonia,HatchB
52421,52421,False,pm,17412,KushnerJ,Harvard University,Male,"Brooklyn, New York",45419,Nova,HatchJ
45570,45570,False,std,24908,WatkinsAF,Pennsylvania State University,Male,"Huntingdon, Pennsylvania",44483,Patagonia,HatchK
46959,46959,False,pm,36852,WeitzmanAJ,Montana State University,Male,"Billings, Montana",41730,Alpine,HatchM
45791,45791,False,cc,24908,WatkinsAF,Houston Baptist University,Female,"Houston, Texas",44483,Patagonia,HatchSarah
39959,39959,False,std,29422,AdlerR,U of Utah,Male,"New York, New York",9462,Corridor,HatchW
22486,22486,False,std,3210,DiGeorgeL,"California State University, Fullerton",Female,"Anaheim, California",3210,Glacier,Hatfield-SerenoE
46838,46838,False,std,10086,PaulkD,Harvard Graduate School of Design,Male,"Somerville, Massachusetts",27695,Seaboard,HatfieldC
25680,25680,False,std,14338,MitchellK,Ohio University,Male,"Maumee, Ohio",23282,Isthmus,HatfieldJ
12440,12440,False,cc,8064,LanceJ,Brandeis; University of Virginia,Male,"Alexandria , Virginia",8064,Zephyr,HatfieldR
23282,23282,False,std,14338,MitchellK,Michigan State University,Female,"Maumee, Ohio",21002,Isthmus,HatfieldS
60408,60408,False,std,26549,DuffyM,University of Toronto,Female,"Toronto, Ontario",54722,Summit,HatfieldV
44342,44342,False,std,13637,NovakovicJ,University of Maine,Male,"Westbrook, Maine",3251,Spring,HathawayJ2
42082,42082,False,pm,6729,EgelmanS,,Male,"Carrboro, North Carolina",20437,Tundra,HathawayS
46207,46207,False,std,23294,GoodmanLLG,FSU,Female,"Saint Petersburg, Florida",23294,Lyceum,HathornA
62151,62151,False,std,6610,SizemoreM,Vanderbilt University,Male,"Austin, Texas",35395,Highland,HatridgeC
42093,42093,False,std,10683,GoodmanM,University of Chicago,Male,"Washington, DC",39135,Evergreen,HattemJ
17540,17540,False,pm,17540,HattersleyJ,"University of California, Berkeley",Male,"East Richmond Heights, California",19722,Laurel,HattersleyJ
53273,53273,False,std,10855,HeratyJ,University of Notre Dame,Male,"Washington, Illinois",10855,Evergreen,HattonM
51368,51368,False,pm,5707,SandukasG,University of Notre Dame,Male,"Kansas City, Missouri",5707,Prairie,HaubA
52441,52441,False,pm,5707,SandukasG,University of Oregon; Oxford; GW Law,Female,"Leawood, Kansas",5707,Prairie,HaubenreichS
13753,13753,False,pm,13753,HauensteinK,Rice University and Yale University,Woman,"Cedar Park, Texas",8819,Highland,HauensteinK
12327,12327,False,std,26927,KasinskiPaul,University of British Columbia,Male,"Vancouver, British Columbia",7657,Nebula,HauerS
58370,58370,False,std,1849,RosenbergJ,,Male,"Columbus, Ohio",42840,Horizon,HaugeA
1692,1692,False,std,8206,BednarczukJ,Dalhousie University,Male,"Redmond, Washington",10360,Valhalla,HaugenJ
18522,18522,False,std,4542,HillT,Cornell then UPenn,Male,"Philadelphia, Pennsylvania",952,Magnolia,HaugenMS
28334,28334,False,std,13172,LeBoffJ,,Male,"Vancouver, Washington",19776,Galaxy,HaughB
